engine_load,engine_rpm,vehicle_speed,throttle,short_fuel_trim_bank,engine_runtime,traveled_distance,fuel_tank_level,ambient_air_temperature,timestamp
31.37,1578.0,31,18.43,-1.56,10093,30060,18.43,21,2021-05-30 22:34:29.511282432+00:00
33.33,1293.0,32,17.25,-2.34,10094,30060,18.43,21,2021-05-30 22:34:30.518343936+00:00
33.33,1293.0,32,17.25,-2.34,10094,30060,18.43,21,2021-05-30 22:34:31.527430400+00:00
41.57,1407.5,33,19.61,-6.25,10096,30060,18.43,21,2021-05-30 22:34:32.535139840+00:00
40.39,1393.0,35,19.61,-3.12,10097,30060,18.43,21,2021-05-30 22:34:33.547216896+00:00
25.49,1285.5,36,17.25,-0.78,10098,30060,18.43,21,2021-05-30 22:34:34.559825664+00:00
33.33,1329.0,38,18.04,0.0,10099,30060,18.43,21,2021-05-30 22:34:35.567226112+00:00
20.39,1305.0,38,14.12,-3.91,10100,30060,18.43,21,2021-05-30 22:34:36.578684672+00:00
18.43,1302.0,39,15.69,3.12,10101,30060,18.43,21,2021-05-30 22:34:37.590987520+00:00
18.43,1302.0,39,15.69,3.12,10101,30060,18.43,21,2021-05-30 22:34:38.602380544+00:00
13.33,1301.5,38,14.51,0.0,10103,30060,18.43,21,2021-05-30 22:34:39.617649664+00:00
15.69,1293.0,37,15.29,0.0,10104,30060,18.43,21,2021-05-30 22:34:40.630339328+00:00
14.51,1302.5,36,14.51,0.0,10105,30061,18.43,21,2021-05-30 22:34:41.638190592+00:00
12.55,1292.0,35,14.51,0.0,10106,30061,18.43,21,2021-05-30 22:34:42.645905408+00:00
16.47,1303.5,34,15.29,0.0,10107,30061,18.43,21,2021-05-30 22:34:43.653327104+00:00
16.08,1288.0,32,15.29,0.0,10109,30061,18.43,21,2021-05-30 22:34:44.672127232+00:00
16.08,1288.0,32,15.29,0.0,10109,30061,18.43,21,2021-05-30 22:34:45.684042496+00:00
17.25,1291.0,31,14.9,-0.78,10110,30061,18.43,21,2021-05-30 22:34:46.691656448+00:00
14.12,1291.5,31,15.29,-2.34,10111,30061,18.43,21,2021-05-30 22:34:47.705044480+00:00
17.65,1283.5,30,15.69,-3.12,10112,30061,18.43,21,2021-05-30 22:34:48.717124608+00:00
14.51,1254.0,28,14.51,1.56,10113,30061,18.43,21,2021-05-30 22:34:49.727485952+00:00
14.51,1356.5,27,15.29,-3.12,10114,30061,18.04,21,2021-05-30 22:34:50.738971648+00:00
18.82,1267.0,26,15.69,-2.34,10116,30061,18.04,21,2021-05-30 22:34:51.745902848+00:00
18.82,1267.0,26,15.69,-2.34,10116,30061,18.04,21,2021-05-30 22:34:52.753325312+00:00
20.78,1270.0,26,15.69,-0.78,10117,30061,18.04,21,2021-05-30 22:34:53.760673792+00:00
21.18,1271.5,26,16.08,-1.56,10118,30061,18.04,21,2021-05-30 22:34:54.779061248+00:00
22.35,1269.5,27,15.29,0.78,10119,30061,18.04,21,2021-05-30 22:34:55.791076352+00:00
14.51,1240.5,26,14.51,-1.56,10120,30061,18.04,21,2021-05-30 22:34:56.802715136+00:00
18.82,1391.0,25,16.08,-4.69,10122,30061,18.04,21,2021-05-30 22:34:57.810442752+00:00
25.49,1485.0,26,17.25,-3.12,10123,30061,18.04,21,2021-05-30 22:34:58.817966080+00:00
25.49,1485.0,26,17.25,-3.12,10123,30061,18.04,21,2021-05-30 22:34:59.829727488+00:00
23.53,1272.5,26,16.08,-2.34,10124,30061,18.04,21,2021-05-30 22:35:00.843893504+00:00
22.75,1265.5,26,16.47,-1.56,10125,30061,18.04,21,2021-05-30 22:35:01.855138048+00:00
37.25,1343.0,28,18.43,-5.47,10126,30061,18.04,21,2021-05-30 22:35:02.877104128+00:00
38.43,1362.5,30,18.82,-3.12,10127,30061,18.04,21,2021-05-30 22:35:03.884202240+00:00
41.18,1372.5,32,20.0,-3.12,10129,30061,18.04,21,2021-05-30 22:35:04.895222016+00:00
41.18,1408.0,34,20.0,0.0,10130,30061,18.43,21,2021-05-30 22:35:05.907168+00:00
41.18,1408.0,34,20.0,0.0,10130,30061,18.43,21,2021-05-30 22:35:06.916316416+00:00
40.0,1406.0,36,18.04,-0.78,10131,30061,18.04,21,2021-05-30 22:35:07.928284672+00:00
12.94,1237.5,31,14.12,1.56,10132,30061,18.04,21,2021-05-30 22:35:08.936415744+00:00
15.69,1405.0,25,15.29,0.0,10133,30061,18.04,21,2021-05-30 22:35:09.948654336+00:00
31.76,1410.0,25,17.65,-1.56,10135,30061,18.04,21,2021-05-30 22:35:10.961547008+00:00
33.73,1317.5,27,18.04,-1.56,10136,30061,18.04,21,2021-05-30 22:35:11.972690688+00:00
32.16,1301.5,28,16.08,-1.56,10137,30061,18.04,21,2021-05-30 22:35:12.982709504+00:00
32.16,1301.5,28,16.08,-1.56,10137,30061,18.04,21,2021-05-30 22:35:13.995208960+00:00
13.33,1272.0,27,14.51,2.34,10138,30061,18.04,21,2021-05-30 22:35:15.010086144+00:00
13.33,1225.0,23,14.51,5.47,10139,30061,18.04,21,2021-05-30 22:35:16.021732096+00:00
15.29,1094.0,20,14.51,-3.12,10140,30061,18.04,21,2021-05-30 22:35:17.033171968+00:00
16.08,1003.5,17,14.51,-3.12,10142,30061,18.04,21,2021-05-30 22:35:18.045156608+00:00
16.47,950.5,13,14.51,0.0,10143,30061,17.65,21,2021-05-30 22:35:19.056481024+00:00
19.61,841.5,6,14.12,0.0,10144,30061,17.65,21,2021-05-30 22:35:20.068034048+00:00
19.61,841.5,6,14.12,0.0,10144,30061,17.65,21,2021-05-30 22:35:21.075367680+00:00
29.41,730.5,0,14.9,-0.78,10145,30061,17.65,21,2021-05-30 22:35:22.086033152+00:00
28.24,687.5,0,14.9,1.56,10146,30061,17.65,21,2021-05-30 22:35:23.095132928+00:00
28.63,696.5,0,14.9,3.91,10148,30061,17.65,21,2021-05-30 22:35:24.104587776+00:00
28.63,689.0,0,14.9,4.69,10149,30061,17.65,21,2021-05-30 22:35:25.115864832+00:00
28.24,687.5,0,14.51,5.47,10150,30061,17.65,21,2021-05-30 22:35:26.125155840+00:00
27.45,688.5,0,14.51,3.12,10151,30061,17.65,21,2021-05-30 22:35:27.132636160+00:00
27.45,688.5,0,14.51,3.12,10151,30061,17.65,21,2021-05-30 22:35:28.142629120+00:00
27.45,681.0,0,14.51,3.91,10152,30061,18.04,21,2021-05-30 22:35:29.156901888+00:00
28.24,687.0,0,14.51,1.56,10153,30061,18.04,21,2021-05-30 22:35:30.168541184+00:00
28.24,693.5,0,14.9,0.0,10155,30061,18.04,21,2021-05-30 22:35:31.180223744+00:00
27.45,861.0,2,15.69,-1.56,10156,30061,18.04,21,2021-05-30 22:35:32.188024832+00:00
33.33,1289.0,6,17.65,0.0,10157,30061,18.04,21,2021-05-30 22:35:33.206202880+00:00
33.33,1289.0,6,17.65,0.0,10157,30061,18.04,21,2021-05-30 22:35:34.215248384+00:00
31.37,1376.5,9,18.04,-0.78,10158,30061,18.04,21,2021-05-30 22:35:35.234753024+00:00
35.29,1588.0,13,19.22,-3.12,10159,30061,18.04,21,2021-05-30 22:35:36.248966912+00:00
39.61,1422.0,17,19.22,-6.25,10161,30061,18.04,21,2021-05-30 22:35:37.259696128+00:00
41.96,1392.0,20,20.39,0.0,10162,30061,18.04,21,2021-05-30 22:35:38.272514048+00:00
43.92,1405.5,23,20.0,0.78,10163,30061,18.04,21,2021-05-30 22:35:39.284665088+00:00
43.53,1430.5,26,20.0,0.0,10164,30061,18.04,21,2021-05-30 22:35:40.295945472+00:00
43.53,1430.5,26,20.0,0.0,10164,30061,18.04,21,2021-05-30 22:35:41.308098048+00:00
43.92,1442.0,29,20.0,0.78,10165,30061,18.04,21,2021-05-30 22:35:42.322762496+00:00
43.92,1407.0,31,19.61,-0.78,10166,30061,18.04,21,2021-05-30 22:35:43.335225088+00:00
45.1,1432.5,33,20.39,1.56,10168,30061,18.04,21,2021-05-30 22:35:44.344288512+00:00
45.49,1424.0,35,20.39,0.78,10169,30061,18.04,21,2021-05-30 22:35:45.356303616+00:00
43.14,1431.5,37,18.04,-0.78,10170,30061,18.04,21,2021-05-30 22:35:46.367760384+00:00
17.25,1282.0,37,16.08,7.81,10171,30061,18.04,21,2021-05-30 22:35:47.379256064+00:00
13.33,1273.0,37,14.51,4.69,10172,30061,18.04,21,2021-05-30 22:35:48.394305024+00:00
13.33,1273.0,37,14.51,4.69,10172,30061,18.04,21,2021-05-30 22:35:49.405879552+00:00
14.12,1281.5,35,15.29,0.0,10174,30061,18.04,21,2021-05-30 22:35:50.420908288+00:00
18.43,1290.5,34,15.69,-1.56,10175,30061,18.04,21,2021-05-30 22:35:51.428440064+00:00
22.75,1297.5,34,16.47,0.78,10176,30061,18.04,21,2021-05-30 22:35:52.439612160+00:00
16.08,1291.0,34,14.51,-0.78,10177,30061,18.04,21,2021-05-30 22:35:53.452421632+00:00
12.16,1276.0,33,14.51,1.56,10178,30061,18.04,21,2021-05-30 22:35:54.459959296+00:00
12.55,1293.0,31,14.51,-3.12,10179,30061,18.04,21,2021-05-30 22:35:55.466955008+00:00
12.55,1293.0,31,14.51,-3.12,10179,30061,18.04,21,2021-05-30 22:35:56.476321792+00:00
12.94,1285.5,30,14.51,-3.91,10181,30061,18.04,21,2021-05-30 22:35:57.488306688+00:00
12.94,1279.5,28,14.51,-2.34,10182,30061,18.04,21,2021-05-30 22:35:58.500757760+00:00
12.94,1260.5,26,14.51,-0.78,10183,30061,18.04,21,2021-05-30 22:35:59.518905600+00:00
14.12,1239.0,23,14.9,3.12,10184,30061,18.04,21,2021-05-30 22:36:00.530661120+00:00
16.86,1015.0,16,14.51,-3.91,10185,30061,18.04,21,2021-05-30 22:36:01.548209408+00:00
16.86,1015.0,16,14.51,-3.91,10185,30061,18.04,21,2021-05-30 22:36:02.560358400+00:00
20.78,832.0,7,14.51,-3.12,10187,30061,17.65,21,2021-05-30 22:36:03.573470208+00:00
30.2,745.5,0,14.9,-2.34,10188,30061,17.65,21,2021-05-30 22:36:04.586442496+00:00
29.02,696.5,0,14.9,1.56,10189,30061,17.65,21,2021-05-30 22:36:05.594074880+00:00
29.41,692.5,0,14.9,3.12,10190,30061,17.65,21,2021-05-30 22:36:06.606446848+00:00
29.02,683.0,0,14.12,3.12,10191,30061,17.65,21,2021-05-30 22:36:07.618837248+00:00
23.53,702.5,0,14.12,0.78,10192,30061,18.04,21,2021-05-30 22:36:08.631224064+00:00
23.53,702.5,0,14.12,0.78,10192,30061,18.04,21,2021-05-30 22:36:09.641078016+00:00
22.35,696.0,0,14.51,3.12,10194,30061,18.04,21,2021-05-30 22:36:10.652567296+00:00
21.96,829.5,0,14.51,4.69,10195,30061,18.04,21,2021-05-30 22:36:11.664073728+00:00
25.1,1374.5,0,18.04,-2.34,10196,30061,18.04,21,2021-05-30 22:36:12.682531328+00:00
14.9,3112.0,0,19.22,0.0,10197,30061,18.04,21,2021-05-30 22:36:13.692766976+00:00
13.73,1402.5,0,14.51,0.0,10198,30061,18.04,21,2021-05-30 22:36:14.704721664+00:00
17.25,889.0,0,14.51,2.34,10200,30061,18.04,21,2021-05-30 22:36:15.716514816+00:00
17.25,889.0,0,14.51,2.34,10200,30061,18.04,21,2021-05-30 22:36:16.727956736+00:00
21.57,692.5,0,14.12,-6.25,10201,30061,18.04,21,2021-05-30 22:36:17.740819200+00:00
29.02,675.0,0,14.9,-5.47,10202,30061,18.04,21,2021-05-30 22:36:18.755598080+00:00
29.8,678.0,0,14.9,-1.56,10203,30061,18.04,21,2021-05-30 22:36:19.767868160+00:00
29.41,682.5,0,14.51,-0.78,10204,30061,18.04,21,2021-05-30 22:36:20.779692544+00:00
29.41,683.5,0,14.51,-4.69,10205,30061,18.04,21,2021-05-30 22:36:21.786995968+00:00
28.63,674.0,0,14.9,-5.47,10207,30061,18.04,21,2021-05-30 22:36:22.794060800+00:00
28.63,674.0,0,14.9,-5.47,10207,30061,18.04,21,2021-05-30 22:36:23.801292800+00:00
29.41,686.0,0,14.9,-5.47,10208,30061,18.04,21,2021-05-30 22:36:24.813550336+00:00
28.63,679.5,0,14.51,-3.12,10209,30061,18.04,21,2021-05-30 22:36:25.826729472+00:00
28.63,683.5,0,14.51,-2.34,10210,30061,18.04,21,2021-05-30 22:36:26.833747200+00:00
28.63,679.5,0,14.9,-2.34,10211,30061,18.04,21,2021-05-30 22:36:27.845451008+00:00
29.41,682.0,0,14.51,-3.12,10213,30061,18.04,21,2021-05-30 22:36:28.858314752+00:00
29.02,683.5,0,14.51,-3.12,10214,30061,18.04,21,2021-05-30 22:36:29.869241344+00:00
29.02,683.5,0,14.51,-3.12,10214,30061,18.04,21,2021-05-30 22:36:30.881375488+00:00
29.02,677.0,0,14.51,-3.12,10215,30061,18.04,21,2021-05-30 22:36:31.892910336+00:00
29.02,683.0,0,14.9,-2.34,10216,30061,18.04,21,2021-05-30 22:36:32.900082176+00:00
29.8,686.5,0,14.9,-3.12,10217,30061,18.04,21,2021-05-30 22:36:33.911608064+00:00
29.02,678.0,0,14.9,-3.12,10218,30061,18.04,21,2021-05-30 22:36:34.918690304+00:00
29.41,680.0,0,14.51,-2.34,10220,30061,18.04,21,2021-05-30 22:36:35.931026176+00:00
29.41,671.5,0,14.51,-2.34,10221,30061,18.04,21,2021-05-30 22:36:36.942630400+00:00
29.41,671.5,0,14.51,-2.34,10221,30061,18.04,21,2021-05-30 22:36:37.956625664+00:00
29.41,682.5,0,14.51,-2.34,10222,30061,18.04,21,2021-05-30 22:36:38.968532736+00:00
29.02,682.5,0,14.9,-1.56,10223,30061,18.04,21,2021-05-30 22:36:39.981455616+00:00
29.02,683.0,0,14.51,-2.34,10224,30061,18.04,21,2021-05-30 22:36:40.993282048+00:00
29.02,679.5,0,14.51,-2.34,10225,30061,18.04,21,2021-05-30 22:36:42.005116672+00:00
29.41,676.0,0,14.9,-1.56,10227,30061,18.04,21,2021-05-30 22:36:43.018781696+00:00
29.41,686.0,0,14.9,-2.34,10228,30061,18.04,21,2021-05-30 22:36:44.026426880+00:00
29.41,686.0,0,14.9,-2.34,10228,30061,18.04,21,2021-05-30 22:36:45.033580032+00:00
29.02,684.0,0,14.51,-0.78,10229,30061,18.04,21,2021-05-30 22:36:46.048096+00:00
29.41,679.5,0,14.51,-0.78,10230,30061,18.04,21,2021-05-30 22:36:47.060820480+00:00
29.41,680.0,0,14.9,-1.56,10231,30061,18.43,21,2021-05-30 22:36:48.068316160+00:00
29.02,675.5,0,14.9,-1.56,10233,30061,18.43,21,2021-05-30 22:36:49.081676800+00:00
29.02,683.0,0,14.51,-1.56,10234,30061,18.43,21,2021-05-30 22:36:50.096800512+00:00
29.41,672.5,0,14.9,-1.56,10235,30061,18.43,21,2021-05-30 22:36:51.110426880+00:00
29.41,672.5,0,14.9,-1.56,10235,30061,18.43,21,2021-05-30 22:36:52.121086464+00:00
29.41,686.5,0,14.9,-1.56,10236,30061,18.43,21,2021-05-30 22:36:53.132902656+00:00
29.02,682.0,0,14.51,-1.56,10237,30061,18.43,21,2021-05-30 22:36:54.140114176+00:00
29.02,674.0,0,14.51,-2.34,10239,30061,18.43,21,2021-05-30 22:36:55.152259840+00:00
29.41,675.0,0,14.51,-2.34,10240,30061,18.43,21,2021-05-30 22:36:56.165222144+00:00
29.41,684.0,0,14.51,-1.56,10241,30061,18.43,21,2021-05-30 22:36:57.178669056+00:00
29.02,681.5,0,14.51,-2.34,10242,30061,18.43,21,2021-05-30 22:36:58.190776064+00:00
29.02,681.5,0,14.51,-2.34,10242,30061,18.43,21,2021-05-30 22:36:59.202116864+00:00
29.02,681.0,0,14.51,-1.56,10243,30061,18.43,21,2021-05-30 22:37:00.211190528+00:00
29.02,675.0,0,14.9,-1.56,10244,30061,18.43,21,2021-05-30 22:37:01.220230912+00:00
28.63,682.0,0,14.51,-0.78,10246,30061,18.43,21,2021-05-30 22:37:02.231527680+00:00
29.02,683.0,0,14.51,0.0,10247,30061,18.43,21,2021-05-30 22:37:03.243182080+00:00
29.02,680.0,0,14.51,-2.34,10248,30061,18.43,21,2021-05-30 22:37:04.255265280+00:00
29.02,680.0,0,14.51,-2.34,10248,30061,18.43,21,2021-05-30 22:37:05.267997184+00:00
29.8,687.0,0,14.9,-2.34,10249,30061,18.43,21,2021-05-30 22:37:06.284267776+00:00
28.63,680.0,0,14.51,-1.56,10250,30061,18.43,21,2021-05-30 22:37:07.291736576+00:00
29.02,675.5,0,14.51,-1.56,10252,30061,18.43,21,2021-05-30 22:37:08.305185024+00:00
29.41,679.0,0,14.51,-2.34,10253,30061,18.43,21,2021-05-30 22:37:09.317115648+00:00
29.8,687.5,0,14.9,-2.34,10254,30061,18.43,21,2021-05-30 22:37:10.328873472+00:00
28.63,671.5,0,14.51,-1.56,10255,30061,18.43,21,2021-05-30 22:37:11.340481024+00:00
28.63,671.5,0,14.51,-1.56,10255,30061,18.43,21,2021-05-30 22:37:12.352313344+00:00
29.41,680.0,0,14.51,-0.78,10256,30061,18.43,21,2021-05-30 22:37:13.367547648+00:00
29.02,682.0,0,14.51,-2.34,10258,30061,18.43,21,2021-05-30 22:37:14.374938112+00:00
29.41,681.5,0,14.9,-1.56,10259,30061,18.43,21,2021-05-30 22:37:15.385073152+00:00
29.02,686.0,0,14.51,-2.34,10260,30061,18.43,21,2021-05-30 22:37:16.392286208+00:00
29.02,677.0,0,14.51,-2.34,10261,30061,18.43,21,2021-05-30 22:37:17.404492544+00:00
29.02,677.0,0,14.9,-1.56,10262,30061,18.43,21,2021-05-30 22:37:18.416711936+00:00
29.02,677.0,0,14.9,-1.56,10262,30061,18.43,21,2021-05-30 22:37:19.428579840+00:00
29.02,683.0,0,14.51,-0.78,10264,30061,18.43,21,2021-05-30 22:37:20.440278016+00:00
29.02,686.5,0,14.9,-0.78,10265,30061,18.43,21,2021-05-30 22:37:21.453075200+00:00
29.02,678.5,0,14.9,-2.34,10266,30061,18.43,21,2021-05-30 22:37:22.460049152+00:00
29.02,674.5,0,14.51,-2.34,10267,30061,18.43,21,2021-05-30 22:37:23.470035200+00:00
29.02,680.5,0,14.9,-2.34,10268,30061,18.43,21,2021-05-30 22:37:24.488554752+00:00
28.63,685.0,0,14.9,-1.56,10269,30061,18.43,21,2021-05-30 22:37:25.500825600+00:00
28.63,685.0,0,14.9,-1.56,10269,30061,18.43,21,2021-05-30 22:37:26.514009088+00:00
28.63,682.5,0,14.51,-0.78,10271,30061,18.43,21,2021-05-30 22:37:27.526309120+00:00
29.41,675.5,0,14.51,-2.34,10272,30061,18.43,21,2021-05-30 22:37:28.538545152+00:00
29.02,683.5,0,14.51,-2.34,10273,30061,18.43,21,2021-05-30 22:37:29.551837696+00:00
29.8,702.0,0,14.9,-1.56,10274,30061,18.43,21,2021-05-30 22:37:30.566507776+00:00
29.8,735.5,2,14.9,-1.56,10275,30061,18.43,21,2021-05-30 22:37:31.579235584+00:00
33.33,917.5,4,16.47,-3.12,10277,30061,18.43,21,2021-05-30 22:37:32.586068992+00:00
33.33,917.5,4,16.47,-3.12,10277,30061,18.43,21,2021-05-30 22:37:33.595641088+00:00
32.55,1369.0,8,17.65,-1.56,10278,30061,18.43,21,2021-05-30 22:37:34.602940672+00:00
37.25,1670.0,12,19.61,-3.12,10279,30061,18.43,21,2021-05-30 22:37:35.614468096+00:00
41.18,1524.0,17,20.39,-3.12,10280,30061,18.43,21,2021-05-30 22:37:36.628674560+00:00
45.49,1498.5,21,22.35,-0.78,10281,30061,18.43,21,2021-05-30 22:37:37.640875008+00:00
32.16,1261.0,25,15.69,-0.78,10282,30061,18.43,21,2021-05-30 22:37:38.652411136+00:00
27.06,1510.5,25,17.65,2.34,10284,30061,18.43,21,2021-05-30 22:37:39.664738048+00:00
27.06,1510.5,25,17.65,2.34,10284,30061,18.43,21,2021-05-30 22:37:40.676781056+00:00
32.16,1556.0,27,18.43,0.78,10285,30061,18.43,21,2021-05-30 22:37:41.689226496+00:00
38.04,1712.5,29,20.39,-0.78,10286,30061,18.43,21,2021-05-30 22:37:42.703950592+00:00
40.78,1389.5,31,20.0,1.56,10287,30061,18.43,21,2021-05-30 22:37:43.716730112+00:00
26.67,1282.5,32,15.69,-0.78,10288,30061,18.43,21,2021-05-30 22:37:44.729715968+00:00
12.94,1264.5,32,14.51,10.94,10290,30061,18.43,21,2021-05-30 22:37:45.741618432+00:00
12.94,1264.5,32,14.51,10.94,10290,30061,18.43,21,2021-05-30 22:37:46.753097984+00:00
14.9,1285.0,31,15.69,9.38,10291,30061,18.43,21,2021-05-30 22:37:47.767375616+00:00
35.29,1365.0,31,18.43,-1.56,10292,30061,18.43,21,2021-05-30 22:37:48.778776832+00:00
14.9,1294.0,32,14.51,-2.34,10293,30061,18.43,21,2021-05-30 22:37:49.790441984+00:00
14.51,1289.0,30,15.29,0.0,10294,30061,18.43,21,2021-05-30 22:37:50.802227456+00:00
16.47,1261.5,26,15.29,0.0,10295,30061,18.43,21,2021-05-30 22:37:51.816314112+00:00
13.73,1198.0,20,14.12,0.0,10297,30061,18.04,21,2021-05-30 22:37:52.827577856+00:00
13.73,1198.0,20,14.12,0.0,10297,30061,18.04,21,2021-05-30 22:37:53.834722560+00:00
18.82,986.5,14,14.9,0.0,10298,30061,18.04,21,2021-05-30 22:37:54.846945792+00:00
23.53,783.0,5,14.9,-0.78,10299,30061,18.04,21,2021-05-30 22:37:55.859920384+00:00
30.59,733.5,0,14.9,-3.12,10300,30061,17.65,21,2021-05-30 22:37:56.874382592+00:00
30.59,691.0,0,14.9,-0.78,10301,30061,18.04,21,2021-05-30 22:37:57.885614592+00:00
30.59,687.0,0,14.9,0.0,10303,30061,18.04,21,2021-05-30 22:37:58.897197312+00:00
30.59,682.5,0,14.9,-0.78,10304,30061,18.04,21,2021-05-30 22:37:59.908879872+00:00
30.59,682.5,0,14.9,-0.78,10304,30061,18.04,21,2021-05-30 22:38:00.922768384+00:00
30.2,697.0,0,14.9,-3.91,10305,30061,18.04,21,2021-05-30 22:38:01.935153920+00:00
29.8,686.0,0,14.9,-3.12,10306,30061,18.04,21,2021-05-30 22:38:02.948177152+00:00
29.02,685.5,0,14.9,-2.34,10307,30061,18.04,21,2021-05-30 22:38:03.960395520+00:00
29.02,686.5,0,14.9,-3.12,10308,30061,18.04,21,2021-05-30 22:38:04.989268224+00:00
29.41,692.0,0,14.9,-2.34,10310,30061,18.04,21,2021-05-30 22:38:06.001360896+00:00
29.02,690.0,0,14.9,-2.34,10311,30061,18.04,21,2021-05-30 22:38:07.013229824+00:00
29.02,690.0,0,14.9,-2.34,10311,30061,18.04,21,2021-05-30 22:38:08.024718848+00:00
29.02,679.5,0,14.9,-2.34,10312,30061,18.04,21,2021-05-30 22:38:09.038747136+00:00
29.41,676.0,0,14.9,-3.12,10313,30061,18.04,21,2021-05-30 22:38:10.051031808+00:00
29.8,684.0,0,14.9,-2.34,10314,30061,18.04,21,2021-05-30 22:38:11.062374400+00:00
29.02,681.0,0,14.9,-2.34,10316,30061,18.04,21,2021-05-30 22:38:12.070445312+00:00
29.41,674.5,0,14.9,-2.34,10317,30061,18.04,21,2021-05-30 22:38:13.084623104+00:00
30.2,710.5,0,15.29,0.78,10318,30061,18.04,21,2021-05-30 22:38:14.097170432+00:00
30.2,710.5,0,15.29,0.78,10318,30061,18.04,21,2021-05-30 22:38:15.106714880+00:00
29.41,765.0,2,15.29,0.0,10319,30061,18.04,21,2021-05-30 22:38:16.119284480+00:00
33.73,1107.0,5,17.25,0.78,10320,30061,18.04,21,2021-05-30 22:38:17.131964160+00:00
29.02,1347.5,9,16.86,-3.12,10321,30061,18.04,21,2021-05-30 22:38:18.143366144+00:00
31.76,1465.5,12,18.43,-3.12,10323,30061,18.04,21,2021-05-30 22:38:19.154154240+00:00
40.0,1447.5,15,20.0,-4.69,10324,30061,18.04,21,2021-05-30 22:38:20.167088640+00:00
41.57,1414.5,19,20.39,-0.78,10325,30061,18.04,21,2021-05-30 22:38:21.179675648+00:00
41.57,1414.5,19,20.39,-0.78,10325,30061,18.04,21,2021-05-30 22:38:22.191415808+00:00
44.71,1431.0,23,21.57,-0.78,10326,30061,18.04,21,2021-05-30 22:38:23.204151296+00:00
46.27,1467.5,27,22.35,-1.56,10327,30061,18.04,21,2021-05-30 22:38:24.216238592+00:00
36.86,1254.5,30,16.08,-2.34,10329,30061,18.04,21,2021-05-30 22:38:25.229242112+00:00
18.82,1283.0,30,15.29,1.56,10330,30061,18.04,21,2021-05-30 22:38:26.241185792+00:00
14.9,1217.5,25,14.51,6.25,10331,30061,18.04,21,2021-05-30 22:38:27.253131264+00:00
14.51,1196.5,20,14.51,5.47,10332,30061,18.04,21,2021-05-30 22:38:28.264974080+00:00
14.51,1196.5,20,14.51,5.47,10332,30061,18.04,21,2021-05-30 22:38:29.277159680+00:00
14.9,1143.5,18,14.51,0.0,10333,30061,18.04,21,2021-05-30 22:38:30.288574720+00:00
18.82,1290.0,18,16.08,-1.56,10335,30061,18.04,21,2021-05-30 22:38:31.301513472+00:00
22.35,1428.0,19,16.47,0.78,10336,30061,18.04,21,2021-05-30 22:38:32.314053120+00:00
37.65,1425.0,21,18.82,0.78,10337,30061,18.04,21,2021-05-30 22:38:33.321304576+00:00
31.76,1438.0,23,18.04,-0.78,10338,30061,18.04,21,2021-05-30 22:38:34.333731072+00:00
49.41,1586.0,26,23.92,-1.56,10339,30061,18.04,21,2021-05-30 22:38:35.345705472+00:00
49.41,1586.0,26,23.92,-1.56,10339,30061,18.04,21,2021-05-30 22:38:36.354762240+00:00
53.33,1634.0,31,26.67,-0.78,10340,30061,18.04,21,2021-05-30 22:38:37.374616832+00:00
61.18,1755.0,34,32.16,3.12,10342,30061,18.04,21,2021-05-30 22:38:38.386373376+00:00
70.98,1867.5,40,30.2,-0.78,10343,30061,18.04,21,2021-05-30 22:38:39.396985600+00:00
22.75,1305.0,40,17.65,7.81,10344,30061,18.04,21,2021-05-30 22:38:40.418350848+00:00
14.9,1299.5,40,14.51,-0.78,10345,30061,18.04,21,2021-05-30 22:38:41.430310400+00:00
11.76,1301.5,39,15.69,0.0,10346,30061,18.04,21,2021-05-30 22:38:42.443835392+00:00
11.76,1301.5,39,15.69,0.0,10346,30061,18.04,21,2021-05-30 22:38:43.455151616+00:00
23.14,1302.0,37,13.73,0.0,10348,30061,18.04,21,2021-05-30 22:38:44.468915712+00:00
28.63,1309.0,36,17.65,2.34,10349,30061,18.04,21,2021-05-30 22:38:45.481669376+00:00
39.61,1390.0,37,19.22,-4.69,10350,30061,18.04,21,2021-05-30 22:38:46.499823872+00:00
39.61,1389.5,39,19.22,-0.78,10351,30061,18.04,21,2021-05-30 22:38:47.512698368+00:00
42.75,1448.5,40,20.78,0.78,10352,30061,18.04,21,2021-05-30 22:38:48.524086528+00:00
43.92,1472.0,42,21.57,1.56,10353,30061,18.04,21,2021-05-30 22:38:49.537320960+00:00
43.92,1472.0,42,21.57,1.56,10353,30061,18.04,21,2021-05-30 22:38:50.549596672+00:00
23.53,1307.5,42,17.25,4.69,10355,30061,18.04,21,2021-05-30 22:38:51.565312512+00:00
38.82,1397.5,43,19.22,0.0,10356,30061,18.04,21,2021-05-30 22:38:52.576801536+00:00
38.82,1381.5,44,19.22,0.78,10357,30061,18.04,21,2021-05-30 22:38:53.590526208+00:00
43.53,1459.5,45,21.18,2.34,10358,30062,18.04,21,2021-05-30 22:38:54.602617344+00:00
45.88,1533.0,47,20.78,0.0,10359,30062,18.04,21,2021-05-30 22:38:55.629512192+00:00
22.75,1298.0,47,18.04,3.91,10361,30062,18.04,21,2021-05-30 22:38:56.642147072+00:00
22.75,1298.0,47,18.04,3.91,10361,30062,18.04,21,2021-05-30 22:38:57.655140096+00:00
